Name:SA;ID:6;Dimension:4x318
RThigh,LThigh,RShank,LShank,
 48.527276264647, -0.379629059002,-21.547847451712,-13.252629118402,
 48.337102994146, -0.394240462879,-21.552929463845,-13.407473079553,
 48.065251257525, -0.418484665465,-21.593116747120,-13.589916756837,
 47.875635143397, -0.446922649645,-21.666687786956,-13.717205152452,
 47.545913633264, -0.487103115806,-21.840599510362,-13.910767919207,
 47.296396292301, -0.531992273403,-22.015840359927,-14.061206766487,
 47.080891386285, -0.570695048902,-22.195052510643,-14.201735238737,
 46.806614974241, -0.650134316060,-22.425354620106,-14.344332684190,
 46.555440402832, -0.730505250907,-22.636488457724,-14.475160939269,
 46.338933843418, -0.799947549474,-22.811857610208,-14.596935855584,
 46.116025208370, -0.892320302849,-22.970911325170,-14.710390922720,
 45.878947284380, -1.028343983044,-23.156087362296,-14.824635874186,
 45.716066780212, -1.110418810621,-23.253989370640,-14.905654285251,
 45.491388437985, -1.236877531363,-23.369399882606,-15.003670616913,
 45.206652840008, -1.456166261814,-23.509705237912,-15.083049575028,
 45.052845780091, -1.584721602202,-23.565369621783,-15.111831250294,
 44.854859633844, -1.733349480854,-23.677369140302,-15.198210472324,
 44.584425961457, -1.984512467253,-23.851308551761,-15.281664905703,
 44.437700239284, -2.127381758544,-23.963026594622,-15.335171925527,
 44.269912719810, -2.295777986762,-24.087002132805,-15.381209713128,
 44.083296073109, -2.468712936035,-24.222731641269,-15.432387373316,
 43.892491503267, -2.667686196014,-24.371294851184,-15.473139721289,
 43.748633150639, -2.788336065764,-24.467095231260,-15.505992699714,
 43.586237045414, -2.919408475068,-24.580523717846,-15.550786962579,
 43.251661166588, -3.115606717410,-24.727596090678,-15.608933000509,
 43.001636363710, -3.262162467812,-24.834475617921,-15.648800453113,
 42.770267516587, -3.370209146633,-24.905890943096,-15.681859641940,
 42.436449435066, -3.535339832435,-25.019769683627,-15.728914399719,
 42.107030170675, -3.675134726427,-25.103241101026,-15.768793384577,
 41.833698744978, -3.791237487967,-25.186038869529,-15.811460047895,
 41.389228191243, -3.930641304096,-25.248766259236,-15.870134894603,
 40.961136204789, -4.055739464695,-25.307179018624,-15.924819768781,
 40.630413034547, -4.140151056312,-25.340398397109,-15.966199229232,
 40.139580639827, -4.221839337671,-25.351205350049,-16.044937962610,
 39.666454704349, -4.311580852242,-25.368141526101,-16.114345231493,
 39.201326077623, -4.394079049530,-25.370478170428,-16.174211143038,
 38.796674925493, -4.432286386775,-25.373464849164,-16.242307642310,
 38.363861243829, -4.449976348281,-25.378647682903,-16.334417079428,
 37.970135220983, -4.443005351652,-25.370679290366,-16.421679077389,
 37.592567667605, -4.434033666003,-25.375826250329,-16.505283413043,
 37.197869097630, -4.411498778640,-25.379752260078,-16.600566797007,
 36.768491384790, -4.329327223854,-25.357673861116,-16.724334125991,
 36.266231448019, -4.289167205144,-25.360213846369,-16.838505727422,
 35.801650364303, -4.120782324965,-25.314717538100,-16.994267859048,
 35.330518138337, -3.995487813233,-25.282779537994,-17.163433745828,
 34.936318518295, -3.879000497630,-25.258386495542,-17.310157465772,
 34.523991859721, -3.660213889781,-25.209762264730,-17.558106311250,
 34.165790252587, -3.472031858060,-25.158322557896,-17.769821542365,
 33.690221044350, -3.243192586005,-25.103545764113,-18.072312934858,
 33.233306023318, -3.020354905648,-25.047509491715,-18.375501785831,
 32.767261147187, -2.704551681315,-24.960636543381,-18.786849449250,
 32.219816872180, -2.281038659423,-24.845970056477,-19.306613439917,
 31.755667723464, -1.957120588534,-24.754267139432,-19.750927152278,
 31.267723673317, -1.581846257858,-24.647914857731,-20.255298518295,
 30.822446739689, -1.180414392997,-24.537993774256,-20.805765481691,
 30.278024055421, -0.699847776560,-24.404875452868,-21.448013709277,
 29.665836849725, -0.154751725630,-24.248662951751,-22.202834066381,
 29.049095212738,  0.471868121494,-24.071022869243,-23.055870006215,
 28.518994846395,  1.018514280470,-23.918881643431,-23.789729266051,
 27.933855514291,  1.647381781230,-23.747348283667,-24.633349976957,
 27.386598069856,  2.202863198434,-23.588618947726,-25.356727982602,
 26.950151957113,  2.695661561900,-23.451820522922,-25.981938675633,
 26.334547092026,  3.443801343283,-23.245574037584,-26.909360127402,
 25.797571245265,  4.138206778939,-23.058640467185,-27.773834129913,
 25.219935889782,  4.929019143860,-22.844524784051,-28.736891046988,
 24.748556642740,  5.578799326572,-22.666953603492,-29.507984424469,
 24.312972553142,  6.182653782830,-22.503719165766,-30.214866184200,
 23.809526687143,  6.898842398542,-22.301415705368,-31.035442523604,
 23.318144344130,  7.591428786101,-22.103933276363,-31.825103632944,
 22.864081826745,  8.312482480912,-21.910723451479,-32.662918820439,
 22.415499442142,  8.977870283520,-21.720523685206,-33.411004533657,
 22.040443723429,  9.558178261914,-21.558502326142,-34.060411074086,
 21.583731003211, 10.258876039764,-21.366198786128,-34.853159976248,
 21.212038154781, 10.861806258761,-21.199921826682,-35.529225820244,
 20.704759696696, 11.681047645143,-20.964488941548,-36.492039227676,
 20.269472684823, 12.337595456880,-20.783715998088,-37.237759083453,
 19.930604105781, 12.897860713035,-20.627176766316,-37.858609903525,
 19.511906152650, 13.608083908566,-20.426341727167,-38.656472086073,
 19.062779819710, 14.337292723615,-20.218868314734,-39.460282895286,
 18.572627555146, 15.141034165357,-19.990453054004,-40.327634851011,
 18.172404783971, 15.788953241895,-19.806731917167,-41.022502945276,
 17.834836444477, 16.339720262825,-19.648135877099,-41.594291278519,
 17.239431887781, 17.307250153953,-19.375158437191,-42.592405433971,
