Dimension:4x14170
RThighAng,LThighAng,RShankAng,LShankAng,
 -9.203140585787, 17.668988461684,-19.759395268169, 10.092860255150,
 -9.242868399910, 17.473830739599,-20.047981816666,  9.998987753830,
 -9.278367108019, 17.265757164046,-20.340254805211,  9.882594859923,
 -9.309518156353, 17.050175509019,-20.636795064337,  9.745961537297,
 -9.335602399665, 16.832086097896,-20.938177234432,  9.593008479665,
 -9.355889437309, 16.617710440144,-21.246518865342,  9.424911202453,
 -9.370981641366, 16.411607174317,-21.559556910038,  9.238951655695,
 -9.370981641366, 16.411607174317,-21.559556910038,  9.238951655695,
 -9.379127367649, 16.218398018982,-21.876855672098,  9.035672112914,
 -9.380216602797, 16.043672024459,-22.198832926682,  8.817925268461,
 -9.372702658459, 15.892453523154,-22.529533309322,  8.587616384602,
 -9.355996144669, 15.766634643672,-22.865879819444,  8.345475410481,
 -9.298796392574, 15.592960181841,-23.560324743084,  7.833184706590,
 -9.252841586884, 15.545214865442,-23.908567724853,  7.574333051738,
 -9.196401013239, 15.517546479356,-24.260656040210,  7.314016941089,
 -9.052954577231, 15.510681514527,-24.981908900148,  6.797277707966,
 -8.967289469046, 15.520792740061,-25.356241592518,  6.542388672074,
 -8.873371239277, 15.532062624238,-25.739967352342,  6.288178710030,
 -8.660190570254, 15.532429723750,-26.535254071428,  5.794988844540,
 -8.541748628814, 15.510185524051,-26.944809783635,  5.555235950173,
 -8.416165768467, 15.468278230580,-27.361090271180,  5.320769768177,
 -8.281931324136, 15.404021302453,-27.783878297801,  5.093006264579,
 -8.137233114248, 15.316130963355,-28.213885358335,  4.871840473182,
 -7.980429025014, 15.204161819205,-28.652814328266,  4.654667554695,
 -7.810886930913, 15.066613410717,-29.100237677184,  4.442324149117,
 -7.627212140101, 14.903318365003,-29.556856754488,  4.235346175704,
 -7.429017015046, 14.713801943350,-30.024217776880,  4.033157403868,
 -7.429017015046, 14.713801943350,-30.024217776880,  4.033157403868,
 -6.748122090313, 14.008502744731,-31.474546170596,  3.458456871297,
 -6.493088312331, 13.740023096041,-31.970765817846,  3.279414593347,
 -6.225462035991, 13.462638619419,-32.473739512896,  3.107536685321,
 -5.944942840699, 13.181338255633,-32.982854424111,  2.942875594685,
 -5.651019612891, 12.900190172580,-33.496834917154,  2.783312206241,
 -5.343771268917, 12.621146150986,-34.016163685063,  2.628402799625,
 -5.022036431558, 12.346724828244,-34.539780231886,  2.478211438835,
 -4.684862016195, 12.078943700933,-35.066952353650,  2.334230436318,
 -4.332193782519, 11.818886142799,-35.597223860777,  2.194085584138,
 -4.332193782519, 11.818886142799,-35.597223860777,  2.194085584138,
 -3.963315833221, 11.565404924925,-36.129485354789,  2.055580033413,
 -3.577691075108, 11.318842594847,-36.662211951646,  1.919518934851,
 -3.175164643960, 11.078594291197,-37.196720795016,  1.785146934317,
 -2.755875943531, 10.845709858143,-37.733075470154,  1.652154001684,
 -2.320280787733, 10.619331809649,-38.268692206168,  1.520922320035,
 -1.870539902955, 10.399520983666,-38.806244260375,  1.392122588196,
 -1.407710237150, 10.185452942763,-39.343006982414,  1.265110238618,
 -0.933577109939,  9.977302662114,-39.873261850426,  1.139876682416,
 -0.449688598608,  9.774735574586,-40.398689026513,  1.016877076790,
  0.042688186540,  9.578042574894,-40.917914256075,  0.895077667168,
  0.541915879009,  9.387047158952,-41.423220480585,  0.773624203900,
  1.045460497445,  9.202853229893,-41.909727981984,  0.652334650739,
  1.549445382751,  9.024784155514,-42.372277610298,  0.532654394984,
  2.050995131178,  8.852864224301,-42.812201914624,  0.413412468357,
  2.547432198126,  8.686696928838,-43.229950146001,  0.293544802005,
  3.037088445876,  8.525392920387,-43.623494278004,  0.173145272843,
  3.518518429108,  8.367713399051,-43.997832600678,  0.051457879326,
  3.989070278730,  8.215846057477,-44.357306508172, -0.072276369806,
  4.449640870076,  8.063471003995,-44.706807043364, -0.197382372021,
  4.892282707319,  7.914517098643,-45.054379191191, -0.327014382692,
  5.333933507117,  7.768509493284,-45.386163433418, -0.455155760024,
  5.767842835169,  7.624606688962,-45.710181428085, -0.582236431949,
  6.608371684975,  7.339359492331,-46.333512919742, -0.831873011932,
  7.019104028645,  7.198381482316,-46.632946625083, -0.958487883737,
  7.424584034604,  7.060618525476,-46.923435199302, -1.088298434321,
  8.218684322934,  6.795679064205,-47.479803814756, -1.356970180549,
  8.606796993964,  6.669385379021,-47.745179672651, -1.492189384841,
  8.988859961764,  6.547493031127,-47.996528860550, -1.628113412534,
  9.740494287382,  6.318474522254,-48.430710877376, -1.906145455256,
 10.109929114654,  6.211809572215,-48.600682352695, -2.047785206102,
 10.473610400398,  6.110128221163,-48.735474007123, -2.190480755975,
 10.830265402848,  6.012494249530,-48.835427162803, -2.333514998810,
 11.181840106571,  5.917787061676,-48.901573450840, -2.476820827490,
 11.528665988818,  5.825674634858,-48.934015143744, -2.620075602512,
 11.875261043353,  5.736266327957,-48.935270286384, -2.763188200894,
 12.220927902078,  5.649670491905,-48.909498753561, -2.907414259482,
 12.566716532627,  5.563840384124,-48.858245781068, -3.052892714268,
 12.913839383481,  5.477438914790,-48.781643066646, -3.199614507328,
 13.262054071502,  5.390358734381,-48.676915484759, -3.347820637251,
 13.611299357717,  5.300962479806,-48.543686655652, -3.497775216934,
 14.312246914727,  5.113768835110,-48.211541290702, -3.798594258512,
 14.663301736492,  5.016420648362,-48.017030205728, -3.948807245031,
 15.014103113043,  4.916534811521,-47.799983519627, -4.100140780093,
 15.363784692443,  4.814514151949,-47.563568466971, -4.251314765130,
 15.711330968180,  4.711359667856,-47.308616055698, -4.399427775042,
 16.056107406784,  4.607673240908,-47.036105678219, -4.543275574205,
 16.396531966955,  4.503123936542,-46.747165968999, -4.684217979075,
 16.731396394166,  4.398993268968,-46.438427273480, -4.821445834173,
 17.060044745490,  4.295289579114,-46.105077936878, -4.953876843714,
 17.380439428692,  4.191627257344,-45.745541845286, -5.083525501812,
 17.698163841875,  4.087680925290,-45.354042209867, -5.210939908475,
 18.016417716884,  3.982801266587,-44.928116802013, -5.336973864576,
 18.332435348351,  3.876332307145,-44.470308143069, -5.462869081191,
 18.645221296400,  3.769197305867,-43.980518694421, -5.590057014224,
 18.952979315139,  3.660610828342,-43.460739124528, -5.722605817418,
 19.255098788899,  3.550168298235,-42.902904684303, -5.841238274653,
 19.550271661437,  3.439260147288,-42.326773091959, -5.963520656367,
 19.550271661437,  3.439260147288,-42.326773091959, -5.963520656367,
 19.836304930095,  3.327632405691,-41.734159944416, -6.088353761347,
 20.113903312972,  3.215781302971,-41.116562381810, -6.211363842170,
 20.382108625336,  3.103943472852,-40.490975195996, -6.330424986563,
 20.382108625336,  3.103943472852,-40.490975195996, -6.330424986563,
 20.896421338870,  2.884640108277,-39.203849420018, -6.556560625200,
 21.140138518059,  2.779295730232,-38.544317358898, -6.666703929636,
 21.365678399449,  2.678280026137,-37.877879203459, -6.782834786570,
 21.589424466386,  2.582307891868,-37.201379334758, -6.892821113115,
 21.805566339203,  2.490905256694,-36.519701448692, -7.003866603856,
 22.012005445977,  2.403178736733,-35.832945203253, -7.116048712275,
 22.210019190936,  2.318152508158,-35.139220049107, -7.228021488373,
 22.750208072512,  2.065109508833,-33.006238689500, -7.556476532003,
 22.750208072512,  2.065109508833,-33.006238689500, -7.556476532003,
 23.068162350837,  1.886914219043,-31.536598492376, -7.773324726137,
 23.213408977647,  1.794530101342,-30.786837656388, -7.883832365816,
 23.348902435223,  1.700183704791,-30.027110429691, -7.996449262920,
 23.591754762432,  1.510787780170,-28.478889558180, -8.220370382265,
 23.699181775110,  1.416017278406,-27.697665404222, -8.330855381202,
 23.797475525744,  1.320128791569,-26.909537446477, -8.441920041433,
 23.966905322516,  1.122489176118,-25.303677589344, -8.664235955710,
 24.038446287894,  1.020553567602,-24.485903161919, -8.775507918756,
 24.101226610831,  0.915530546197,-23.662973664361, -8.887825881123,
 24.154859553486,  0.807264750003,-22.835353760213, -9.000596493780,
 24.199320284223,  0.696854586118,-22.003021094863, -9.114286832522,
 24.233929099342,  0.583658416654,-21.165765878559, -9.228645534494,
 24.233929099342,  0.583658416654,-21.165765878559, -9.228645534494,
 24.278084910730,  0.228479974412,-18.611722807090, -9.576306707716,
 24.271170315601,  0.106562572472,-17.744470723448, -9.694311856217,
 24.253555780978, -0.015054023830,-16.869067689993, -9.813130259678,
 24.223626573443, -0.136713631021,-15.986735935636, -9.931137482138,
 24.183160286412, -0.258096137425,-15.097567922508,-10.049082481720,
 24.132761064353, -0.378811857198,-14.202015106412,-10.167364198255,
 24.073848194876, -0.499641972780,-13.301182721488,-10.286222077833,
 24.006706316363, -0.620055795266,-12.395680339861,-10.405920957224,
 23.929940147673, -0.739755279395,-11.486595590295,-10.526954850193,
 23.844905562369, -0.859741452175,-10.573887963401,-10.649045930823,
 23.751797342634, -0.979848711438, -9.660959279646,-10.771953012748,
 23.650355563929, -1.099239894301, -8.749987664429,-10.895664320983,
 23.541276707006, -1.218201167483, -7.840433515236,-11.020001881499,
 23.425051416869, -1.337151534237, -6.933554405676,-11.144703513645,
 23.302315387577, -1.455281179558, -6.031544504777,-11.270827286231,
 23.174073528951, -1.572114602173, -5.136318818911,-11.398042598595,
 23.040764021651, -1.688103973472, -4.247964584340,-11.526721818137,
 22.901600517805, -1.803433595337, -3.366522763102,-11.656411370483,
 22.757457793236, -1.918195187626, -2.494025854349,-11.787347881546,
 22.608990543898, -2.031732107498, -1.633288662358,-11.917870578692,
 22.456389472323, -2.144330349048, -0.784984054883,-12.048994382237,
 22.456389472323, -2.144330349048, -0.784984054883,-12.048994382237,
 22.141902173262, -2.366649389931,  0.875922024661,-12.317846304891,
 21.973417587841, -2.478109804786,  1.695036484777,-12.461551970900,
 21.641590884635, -2.702771428857,  3.282163904209,-12.733922014411,
 21.641590884635, -2.702771428857,  3.282163904209,-12.733922014411,
 21.471680131475, -2.817039461113,  4.055266509936,-12.869967661020,
 21.299393588132, -2.933488359647,  4.812895004475,-13.005572833060,
 21.124352793178, -3.051053189624,  5.554014740066,-13.141176106886,
 20.946587503775, -3.169866032225,  6.277826653500,-13.278608276246,
 20.946587503775, -3.169866032225,  6.277826653500,-13.278608276246,
 20.405864442329, -3.524765707522,  8.327786684342,-13.694895125980,
 20.224339349976, -3.640980770888,  8.968761638765,-13.835153744898,
 20.224339349976, -3.640980770888,  8.968761638765,-13.835153744898,
 19.859766805108, -3.873622308285, 10.184312338757,-14.117215025675,
 19.676880234416, -3.990005366632, 10.757609575158,-14.257825362595,
 19.494536352392, -4.106703618664, 11.305623012259,-14.399334840499,
 19.312839089109, -4.224411079089, 11.825295284863,-14.541600466916,
 19.132682781292, -4.344800270041, 12.316094833474,-14.683468374966,
 18.954920578595, -4.466855332650, 12.776589636377,-14.825539248503,
 18.780600496167, -4.591699687989, 13.204203921781,-14.969922935252,
 18.610097061288, -4.719554841842, 13.595765459866,-15.117475348082,
 18.445073663834, -4.850027250928, 13.949007857676,-15.267571842516,
 18.286323775256, -4.983138657955, 14.263572895956,-15.420390829321,
 18.135121404277, -5.117666826265, 14.539876191487,-15.575574086750,
 17.991548393255, -5.253483099107, 14.777159746686,-15.733538843121,
 17.855873278179, -5.390325451578, 14.976291475613,-15.894095950560,
 17.609535410901, -5.666925328859, 15.257345310104,-16.221989372121,
 17.500181738100, -5.805830330137, 15.340092226628,-16.389565198972,
 17.400702346545, -5.943993857951, 15.386242110136,-16.557305724411,
 17.231925116635, -6.217966688596, 15.370547197539,-16.881668195332,
 17.162639725491, -6.353646624961, 15.312534665143,-17.045595313239,
 17.102808990428, -6.488134359754, 15.220608640580,-17.214386498705,
 17.051551425728, -6.621453777382, 15.096310169592,-17.387181165604,
 17.007572103115, -6.752736352007, 14.942368454931,-17.564600401637,
 16.969086298887, -6.881681218633, 14.758905721539,-17.747659195271,
 16.969086298887, -6.881681218633, 14.758905721539,-17.747659195271,
 16.872829251212, -7.253338974767, 14.035511532542,-18.335529568137,
 16.841035649286, -7.371185027592, 13.746582514589,-18.542383924032,
 16.806224670519, -7.485933311184, 13.446077149481,-18.754806408744,
 16.766951692738, -7.598750251352, 13.146882074305,-18.972068262015,
 16.720510539549, -7.710280975364, 12.864599931036,-19.194039600725,
 16.720510539549, -7.710280975364, 12.864599931036,-19.194039600725,
 16.599397206022, -7.927740401172, 12.420261612978,-19.652178257112,
 16.523501813541, -8.033411069106, 12.268700465517,-19.890931387919,
 16.435559860668, -8.136582616277, 12.156690994410,-20.135724994198,
 16.435559860668, -8.136582616277, 12.156690994410,-20.135724994198,
 16.218994295940, -8.333484515692, 12.025970931893,-20.643436672819,
 16.093429088972, -8.427938840253, 11.985048770261,-20.905061696455,
 15.956033148881, -8.521196516330, 11.939605371070,-21.181451791643,
 15.820081466851, -8.609938789294, 11.863142882174,-21.454163151937,
 15.686224351467, -8.694698337808, 11.746796691841,-21.732718017049,
 15.559525436819, -8.775781802128, 11.588447189523,-22.017145095211,
 15.444621167628, -8.853542832146, 11.395198430413,-22.307749166966,
 15.346041103069, -8.927439579134, 11.171823374669,-22.603724083917,
 15.267747867400, -8.996963296936, 10.917841322768,-22.905265708280,
 15.214385868457, -9.061649517481, 10.639437032545,-23.212094045601,
 15.188751483426, -9.120065232902, 10.339260473868,-23.524686353961,
 15.192528934964, -9.172379907974, 10.025385316931,-23.842572696305,
 15.192528934964, -9.172379907974, 10.025385316931,-23.842572696305,
 15.224550604504, -9.216358165196,  9.701676156487,-24.166622255766,
 15.283129723636, -9.252314247348,  9.365978259584,-24.498713539157,
 15.365522499323, -9.279029954498,  9.021961525251,-24.837291404597,
 15.468908905920, -9.296580470893,  8.672104892557,-25.183101224564,
 15.590291851431, -9.304309049455,  8.318536307879,-25.536047487204,
 15.868689887644, -9.289950318488,  7.615244889822,-26.265189962915,
 16.012951151769, -9.268416562245,  7.276740237751,-26.642868076011,
 16.150541455077, -9.237997939174,  6.948349362770,-27.029195883585,
 16.371396111464, -9.148930624181,  6.308243855884,-27.826517937104,
 16.443596196604, -9.089978195707,  5.996454527461,-28.235790332444,
 16.484648913042, -9.020056528514,  5.690224537833,-28.652743029518,
 16.489575963022, -8.939102397864,  5.389901278059,-29.074943150412,
 16.455641785351, -8.845833485206,  5.091516822371,-29.502419566194,
 16.381977133275, -8.740107165362,  4.792416704359,-29.936104820138,
 16.267832581088, -8.621254879196,  4.493031775350,-30.377521468849,
 16.115226624391, -8.488052525998,  4.195549044731,-30.829449790356,
 15.927827446984, -8.340996246860,  3.903086716900,-31.290473798455,
 15.711871858276, -8.179100873343,  3.614539830653,-31.759216019607,
 15.473992738124, -8.002170781110,  3.331198124474,-32.237768513567,
 15.221756476105, -7.809660086782,  3.053394955017,-32.723915321507,
 14.961739847002, -7.601060686770,  2.783794070965,-33.216273032640,
 14.698500668525, -7.375080017994,  2.519802741824,-33.716569690204,
 14.435052038534, -7.131494716425,  2.260206831373,-34.225298558057,
 14.173757005037, -6.869358945375,  2.007480852891,-34.741433216328,
 13.915216045056, -6.589458144106,  1.760310906252,-35.263945626619,
 13.661280808588, -6.291066081805,  1.519309108124,-35.791680097583,
 13.411839536175, -5.975099744448,  1.285811219306,-36.324090211578,
 13.167770271153, -5.640781643671,  1.057859598574,-36.863910962094,
 12.697113285676, -4.917289903675,  0.621179247736,-37.968109514529,
 12.467047112430, -4.528612361501,  0.416702884020,-38.531393148839,
 12.239614706241, -4.122016411959,  0.222291359678,-39.101709493958,
 12.013656067502, -3.698066088881,  0.038480759862,-39.676107809836,
 11.790072819702, -3.258739740514, -0.135469794511,-40.253447130301,
 11.569220008479, -2.805383433774, -0.298986934681,-40.832318369827,
 11.349701185964, -2.340873493076, -0.447819660018,-41.415366706979,
 11.135124125613, -1.864567843129, -0.589462267419,-41.986634801045,
 10.923064753889, -1.379442311487, -0.721647716869,-42.550369729670,
 10.712517032203, -0.886859843720, -0.846033502386,-43.106226882659,
 10.712517032203, -0.886859843720, -0.846033502386,-43.106226882659,
 10.292822852648,  0.104263392277, -1.079366617399,-44.186655303958,
 10.083945218054,  0.598010489351, -1.192040985886,-44.702082252332,
  9.874943547476,  1.088455260371, -1.302006213294,-45.197234993545,
  9.458122478496,  2.051127880978, -1.506983523259,-46.122654710224,
  9.249353038620,  2.523887715168, -1.601131054109,-46.553787387470,
  9.041579434244,  2.990889827589, -1.693478755706,-46.965361105651,
  8.834140224630,  3.452161659652, -1.784851696096,-47.356220158056,
  8.628208923167,  3.909185567622, -1.874881716878,-47.727374992697,
  8.423695438535,  4.361202452698, -1.962510478619,-48.078845770188,
  8.220524754157,  4.808848710122, -2.046457517619,-48.411505386862,
  8.019007541061,  5.253918082764, -2.127519336228,-48.727206219994,
  7.822922738121,  5.698867562729, -2.205569701463,-49.026703260729,
  7.630889400956,  6.143725627369, -2.280164599220,-49.310859169258,
  7.440285160277,  6.588515976070, -2.350918309136,-49.583116712263,
  7.440285160277,  6.588515976070, -2.350918309136,-49.583116712263,
  7.244456924133,  7.032894230269, -2.414841488016,-49.846840999723,
  7.043259253329,  7.476543099467, -2.473236080711,-50.102163359340,
  6.837781061128,  7.918975355955, -2.530002344575,-50.345805496311,
  6.628538043858,  8.359799696345, -2.586152696134,-50.572460638395,
  6.415917549594,  8.798509011201, -2.641458408045,-50.776282192786,
  6.201236563892,  9.234344869420, -2.696237177977,-50.952454350606,
  5.984854054032,  9.666815243372, -2.749881900613,-51.102588993759,
  5.766773159137, 10.096640109141, -2.802851027565,-51.227281809638,
  5.547717125517, 10.524525962179, -2.856540751082,-51.323935766054,
  5.111547674937, 11.373767787195, -2.968561577294,-51.420928158452,
  4.894405505016, 11.797270547222, -3.026288261567,-51.419804480216,
  4.678212904461, 12.221260914569, -3.084017060221,-51.386421896323,
  4.464007017102, 12.645044914764, -3.143179245438,-51.321826023934,
  4.252452088856, 13.068305693649, -3.203556586936,-51.225112768139,
  4.042242952978, 13.489981216581, -3.265214754484,-51.095443455995,
  3.833998557134, 13.909423472306, -3.328820231169,-50.933451526542,
  3.628968952241, 14.327261414202, -3.394534655150,-50.742363736996,
  3.427675543201, 14.743376218325, -3.462988511283,-50.523584641759,
  3.230472231708, 15.157029813762, -3.533855884488,-50.277623305862,
  3.037247003990, 15.568516838349, -3.607724641845,-50.005383242348,
  2.848466876653, 15.974620974686, -3.683678779790,-49.706580545807,
  2.665996954919, 16.374172898815, -3.762326004917,-49.381182314836,
  2.488201690015, 16.767832742752, -3.844354589073,-49.030883968551,
  2.314761933410, 17.154197517504, -3.928704043482,-48.655657890643,
  2.146299421594, 17.532234702819, -4.014063642895,-48.254629619996,
  1.982192798690, 17.901715226204, -4.096060737885,-47.830576451812,
  1.822532507285, 18.262167773048, -4.173830323941,-47.382561703362,
  1.667875247954, 18.613721870260, -4.250534336293,-46.909107147166,
  1.515004747644, 18.952549238171, -4.327492476205,-46.407411849901,
  1.364050390910, 19.284444079495, -4.400406393678,-45.888445166767,
  1.215321530056, 19.608689045356, -4.471689514292,-45.351352827781,
  1.068534862974, 19.923571485197, -4.546130296659,-44.793542617109,
  0.924125537971, 20.230794539931, -4.622348943237,-44.213814889570,
  0.781327201860, 20.526061201848, -4.699483402362,-43.611248289435,
  0.640888132801, 20.812133307577, -4.778524751545,-42.984850893381,
  0.503439307985, 21.090372022347, -4.859930524819,-42.336166396292,
  0.369461403531, 21.358776929431, -4.943013208267,-41.666854905546,
  0.369461403531, 21.358776929431, -4.943013208267,-41.666854905546,
  0.115733971355, 21.864571702877, -5.120098005272,-40.255422273176,
 -0.005295422151, 22.100693063636, -5.211558696898,-39.509064845966,
 -0.122504773446, 22.325428410592, -5.300720227564,-38.737555143342,
 -0.234974602863, 22.539308728747, -5.389278113126,-37.942522494831,
 -0.345077702062, 22.742868527343, -5.481006543990,-37.128043571984,
 -0.453330693515, 22.935228952604, -5.576129860906,-36.294098405937,
 -0.560567087561, 23.117663749986, -5.674058299223,-35.442795996336,
 -0.666454010613, 23.287677070496, -5.774817636824,-34.575153849628,
 -0.773208899888, 23.451428520483, -5.876492896337,-33.693171140982,
 -0.879432696369, 23.604141902163, -5.979548310537,-32.798505282912,
 -1.089515123007, 23.881000101089, -6.190926908742,-30.966769274866,
 -1.192033333031, 24.003372268186, -6.299297350743,-30.028547925009,
 -1.390458713211, 24.215337274050, -6.521580176185,-28.109007978594,
 -1.487847101798, 24.304770556594, -6.635650256393,-27.127664600502,
 -1.585003696861, 24.383290540724, -6.752247786458,-26.133699809560,
 -1.779896942594, 24.507416896884, -6.991822057505,-24.115556964301,
 -1.877746889272, 24.553180881436, -7.113482623904,-23.096875408805,
 -1.976005387816, 24.587573945584, -7.235830045046,-22.072729029475,
 -2.074670175875, 24.609961702551, -7.359030021142,-21.044273671306,
 -2.173891492625, 24.619281211776, -7.482416798231,-20.011132847777,
 -2.273282123174, 24.615495160732, -7.602984598510,-18.975308530388,
 -2.373845717150, 24.598561703999, -7.719294840622,-17.935757500036,
 -2.475826117937, 24.569133227437, -7.835173347682,-16.892944742657,
 -2.580423812627, 24.527516796262, -7.952410538424,-15.845554600928,
 -2.687868313502, 24.473448824408, -8.068880988192,-14.794640085781,
 -2.797926292577, 24.407594309169, -8.186451647478,-13.741719060159,
 -2.909733366733, 24.329620046169, -8.304553360613,-12.688502255829,
 -3.022487812515, 24.240199643380, -8.422369282136,-11.635326349973,
 -3.022487812515, 24.240199643380, -8.422369282136,-11.635326349973,
 -3.365629889989, 23.904533424027, -8.779259783565, -8.488257859071,
 -3.481059272617, 23.772371707291, -8.898458422095, -7.447814496110,
 -3.596738683933, 23.633048736997, -9.018244224823, -6.413370749217,
 -3.712556264451, 23.485754121758, -9.137684996914, -5.385120116607,
 -3.827079932906, 23.330976027988, -9.257597639949, -4.363407360105,
 -3.943115176210, 23.170884873319, -9.371554422459, -3.350702542967,
 -4.060444164407, 23.001322501891, -9.484660924280, -2.347768994982,
 -4.178537060359, 22.822408557074, -9.598905988577, -1.360055714880,
 -4.297410467087, 22.637618220253, -9.713218219571, -0.389683406208,
 -4.536997130358, 22.253288422459, -9.938670314323,  1.488818098572,
 -4.657982405393, 22.054376180491,-10.051249534196,  2.394290096391,
 -4.779541443190, 21.851333419119,-10.165682391000,  3.275215851142,
 -4.901679461975, 21.644836113106,-10.282037625744,  4.131280602016,
 -5.024557709959, 21.436883744682,-10.399609083270,  4.962664213659,
 -5.147221208537, 21.229180923096,-10.517414554196,  5.769367208974,
 -5.269546484414, 21.021978706760,-10.637270300158,  6.552834921087,
 -5.393498135722, 20.815742062938,-10.759513824743,  7.313547958068,
 -5.517027222608, 20.610860985594,-10.883595468169,  8.051573083974,
 -5.638511439550, 20.407434231402,-11.011053710248,  8.764352166663,
 -5.757924507817, 20.206015507661,-11.141085932414,  9.450685085351,
 -5.873873241537, 20.007505102233,-11.271468613517, 10.109737650632,
 -5.986643434031, 19.812113155113,-11.404063099762, 10.739234937936,
 -6.098012965152, 19.620278036113,-11.540395916789, 11.332338723042,
 -6.316583575488, 19.252681972769,-11.820985224532, 12.395543336298,
 -6.424149320002, 19.079334939508,-11.966007951483, 12.862808239163,
 -6.531086691907, 18.915564058234,-12.113580279558, 13.285180435996,
 -6.637534961831, 18.763241838375,-12.263794756742, 13.661287167397,
 -6.743422307110, 18.624036917255,-12.417027146141, 13.990447679568,
 -6.849182405095, 18.498867163273,-12.572918175171, 14.273657311526,
 -6.955204808799, 18.389496383286,-12.731235840308, 14.509232922977,
 -7.060998364852, 18.298029205709,-12.892524000294, 14.697353306415,
 -7.167244975313, 18.225970389980,-13.057272500907, 14.837670340005,
 -7.273938451659, 18.174734676412,-13.225862357999, 14.928968389241,
 -7.380801646187, 18.144189315789,-13.397941290573, 14.972877301195,
 -7.487928178267, 18.134596479908,-13.574549242010, 14.970351104468,
 -7.595038275079, 18.144012282248,-13.755125840002, 14.923688521602,
 -7.702551157661, 18.170140913943,-13.939882922393, 14.834345574207,
 -7.809141947794, 18.210984995516,-14.129465821801, 14.702429697221,
 -7.915576551105, 18.264990032751,-14.323993438652, 14.532437680682,
 -8.021111910062, 18.328328671255,-14.522239264447, 14.325497777757,
 -8.125302601634, 18.397507000977,-14.725345861844, 14.083548255409,
 -8.228459796594, 18.469416192391,-14.932743963561, 13.808356946405,
 -8.331213711396, 18.541344560778,-15.143852496160, 13.502978664672,
 -8.432547862674, 18.611423328674,-15.357855418901, 13.171616379482,
 -8.532279170075, 18.677329567486,-15.576249960354, 12.819786308994,
 -8.630173537129, 18.737144028112,-15.799576431473, 12.457111835791,
 -8.725968459384, 18.789476563761,-16.027941187758, 12.094179764972,
 -8.820127667703, 18.831566319415,-16.261115855818, 11.744921658847,
 -8.913703180536, 18.862852795124,-16.498933611968, 11.423099223479,
 -9.006708400985, 18.879984531358,-16.747490157743, 11.134811373022,
 -9.100934240661, 18.884511099991,-16.994112453051, 10.886389613409,
 -9.196532832375, 18.874920443418,-17.245718811563, 10.674753229925,
 -9.293537202830, 18.849093494460,-17.502192904175, 10.495354387977,
 -9.390964127617, 18.805173742365,-17.762851784327, 10.339108234735,
 -9.487918941773, 18.741908914248,-18.026413678069, 10.197050141094,
 -9.584503253119, 18.658804283982,-18.293495195913, 10.059408852682,
 -9.678168923841, 18.557203347602,-18.564264425081,  9.917403130965,
 -9.768353800907, 18.437789927583,-18.839605260966,  9.764896702625,
 -9.853714456855, 18.303787468874,-19.120001535841,  9.600449107973,
 -9.933093941994, 18.157017129367,-19.406208105696,  9.424322377789,
-10.005692517340, 18.002946372102,-19.699492310291,  9.234846456256,
-10.005692517340, 18.002946372102,-19.699492310291,  9.234846456256,
-10.128733232358, 17.688682919842,-20.305429583652,  8.822957405197,
-10.176238137088, 17.535268431273,-20.620339283121,  8.601394256200,
-10.212738900243, 17.388264081588,-20.942674068115,  8.370846671248,
-10.237141165265, 17.250587933293,-21.273626538403,  8.134916246592,
-10.249234475439, 17.124391449548,-21.611096325271,  7.893307749387,
-10.249564824411, 17.010132850002,-21.956543369406,  7.646282913794,
-10.238654794781, 16.910202368387,-22.310481954447,  7.393878680327,
-10.216468485730, 16.823596271464,-22.672521007545,  7.138448016242,
-10.183268846510, 16.748069919061,-23.040788864581,  6.882638204062,
-10.139587399634, 16.682099849918,-23.415860324085,  6.629143520936,
-10.085543150291, 16.622814888738,-23.799105474933,  6.379966494039,
-10.020997455379, 16.567454101273,-24.190629304964,  6.134595123813,
 -9.947046873136, 16.514505402353,-24.590388891614,  5.891811836513,
 -9.864099778030, 16.460699577852,-24.998023185289,  5.651577161679,
 -9.773005011455, 16.401628436657,-25.413613449563,  5.416193351029,
 -9.674259329050, 16.333142085040,-25.836573674120,  5.182250204725,
 -9.568318024505, 16.251299407610,-26.267250100284,  4.949697777841,
 -9.455277925075, 16.152507775423,-26.707018254358,  4.718925597613,
 -9.335025114094, 16.033006909670,-27.157400302554,  4.492048726205,
 -9.207003693049, 15.892080573561,-27.616955736687,  4.267150045925,
 -9.070708568320, 15.731067259646,-28.085853180796,  4.043449879381,
 -8.771965849641, 15.352536282019,-29.049754566114,  3.605856084651,
 -8.609239684659, 15.137005982084,-29.541572954680,  3.393138113840,
 -8.436183384268, 14.907026273727,-30.036515424541,  3.186342939783,
 -8.252375424383, 14.664750450531,-30.530428791984,  2.985168960372,
 -8.057550938496, 14.413977917556,-31.026008754534,  2.788930562229,
 -7.849904640294, 14.157680281793,-31.526429135936,  2.597969054585,
 -7.630987939830, 13.897969971231,-32.028914791875,  2.411547984387,
 -7.400710075079, 13.638739653302,-32.530774770790,  2.228778682561,
 -7.159444776429, 13.381097319290,-33.034610069684,  2.049120768720,
 -6.907655306445, 13.126547121456,-33.541572785805,  1.873057002440,
 -6.369907123240, 12.630737412037,-34.554816134574,  1.528163142874,
 -6.082867648747, 12.390630410781,-35.060018869322,  1.360371609506,
